LncRNA,Environmental factors,P value (FDR correction)
RP11-421L21.3,cisplatin/fluorouracil (CF) ,0.0213 
C11orf95,paclitaxel-carboplatin,0.0213 
FENDRR,curcumin,0.0213 
CTC-281B15.1,aminoglycoside,0.0213 
CTC-281B15.1,CagA,0.0213 
EPB41L4A-AS1,"Arsenic trioxide (As(2)O(3), ATO)",0.0213 
EPB41L4A-AS1,CagA,0.0213 
EPB41L4A-AS1,Polycyclic aromatic hydrocarbons,0.0213 
SNHG14,Ara-C,0.0213 
SNHG14,cisplatin (CDDP),0.0213 
SNHG14,daunorubicin,0.0213 
SNHG14,Isoflavone,0.0213 
SNHG14,Mycobacterium leprae,0.0213 
SNHG14,thapsigargin-induced intracellular Ca(),0.0213 
SNHG14,vincristine (VCR),0.0213 
SPPL2B,"Arsenic trioxide (As(2)O(3), ATO)",0.0213 
SPPL2B,Chronic oxidative stress,0.0213 
SPPL2B,Necitumumab,0.0213 
SPPL2B,Polycyclic aromatic hydrocarbons,0.0213 
CDKN2B-AS1,cocaine,0.0214 
LINC00657,4-HPR and EGCG,0.0216 
LINC00657,Benzo(a)pyrene (BaP),0.0216 
A1BG-AS1,Human T-lymphotropic virus type 1 (HTLV-1),0.0216 
AC005152.2,the combination carboplatin/cisplatin with paclitaxel,0.0216 
AC121336.2,cisplatin (CIS),0.0216 
AC121336.2,cocaine,0.0216 
CTD-3099C6.9,castration,0.0216 
GS1-259H13.2,castration,0.0216 
LINC00661,iron- and aluminum-sulfate,0.0216 
LINC00661,the combination carboplatin/cisplatin with paclitaxel,0.0216 
RP11-66N24.4,iron- and aluminum-sulfate,0.0216 
RP11-66N24.4,the combination carboplatin/cisplatin with paclitaxel,0.0216 
RP11-715F3.2,cisplatin (CIS),0.0216 
RP11-715F3.2,cocaine,0.0216 
CTC-444N24.11,drug,0.0216 
GS1-251I9.4,exercise,0.0216 
RP11-214O1.2,gemcitabine,0.0216 
MAGI1-IT1,iron- and aluminum-sulfate,0.0216 
AC003104.1,drug,0.0216 
CTB-25J19.9,heat stress,0.0216 
RP11-21N3.1,drug,0.0216 
RP11-21N3.1,hemin,0.0216 
RP11-303E16.2,heat stress,0.0216 
RP11-384K6.6,drug,0.0216 
RP11-690D19.3,drug,0.0216 
RP11-869B15.1,doxorubicin (Dox),0.0216 
SNHG5,4-HPR and EGCG,0.0216 
SNHG5,Benzo(a)pyrene (BaP),0.0216 
AC003104.1,nicotine,0.0216 
AC005943.5,5-fluorouracil-based antimetabolite S-1,0.0216 
AC005943.5,Doxifluridine,0.0216 
AC005943.5,Oxaliplatin,0.0216 
AC005943.5,swine influenza virus (SIV),0.0216 
CTC-273B12.8,capecitabine,0.0216 
CTC-273B12.8,"metal (magnesium-, iron-, gallium, and aluminum)-sulfate",0.0216 
DNAJC3-AS1,doxorubicin (Dox),0.0216 
GABPB1-AS1,metformin,0.0216 
MAPKAPK5-AS1,doxorubicin,0.0216 
MATN1-AS1,metformin,0.0216 
RP11-21N3.1,nicotine,0.0216 
RP11-303E16.2,vincristine,0.0216 
RP11-347I19.3,vincristine,0.0216 
RP11-384K6.6,nicotine,0.0216 
RP11-429J17.7,metformin,0.0216 
RP11-480D4.3,5-fluorouracil-based antimetabolite S-1,0.0216 
RP11-480D4.3,Doxifluridine,0.0216 
RP11-480D4.3,Oxaliplatin,0.0216 
RP11-510M2.10,cytomegalovirus,0.0216 
RP11-510M2.10,hepatitis B virus (HBV),0.0216 
RP11-510M2.10,Oltipraz,0.0216 
RP11-54O7.3,vincristine,0.0216 
RP11-618P17.3,metformin,0.0216 
RP11-98I9.4,swine influenza virus (SIV),0.0216 
RP11-996F15.2,cetuximab (Caco-2 and HCT-116),0.0216 
C1RL-AS1,docetaxel,0.0216 
GS1-358P8.4,irradiation,0.0216 
HNRNPU-AS1,methacrylic,0.0217 
RP5-1180C10.2,Tamoxifen,0.0217 
RP11-467L20.9,docetaxel,0.0218 
CTD-2270L9.5,gemcitabine,0.0220 
HOTAIR,drug,0.0220 
MIR497HG,docetaxel,0.0220 
RP11-452F19.3,docetaxel,0.0220 
RP11-66B24.4,docetaxel,0.0220 
CTD-2270L9.5,Arsenic trioxide,0.0222 
RP11-220I1.1,hypoxia,0.0222 
LINC00641,anabolic stimulus,0.0222 
RP11-145M9.4,paclitaxel-carboplatin,0.0222 
AC004383.4,cigarette smoke (CS),0.0222 
AC004383.4,UV irradiation,0.0222 
AC005532.5,Paclitaxel (Taxol),0.0222 
AF011889.4,vincristine and daunorubicin,0.0222 
AP000721.4,cigarette smoke (CS),0.0222 
AP000721.4,UV irradiation,0.0222 
CTC-338M12.2,Paclitaxel (Taxol),0.0222 
CTD-2574D22.4,cigarette smoke (CS),0.0222 
CTD-2574D22.4,UV irradiation,0.0222 
GS1-124K5.11,cigarette smoke (CS),0.0222 
GS1-124K5.11,UV irradiation,0.0222 
HCG17,cigarette smoke (CS),0.0222 
HCG17,UV irradiation,0.0222 
LINC00473,cigarette smoke (CS),0.0222 
LINC00473,UV irradiation,0.0222 
MIR600HG,hepatitis C virus (HCV),0.0222 
NOP14-AS1,Paclitaxel (Taxol),0.0222 
RP11-174G17.2,Paclitaxel (Taxol),0.0222 
RP11-204M4.2,cigarette smoke (CS),0.0222 
RP11-204M4.2,UV irradiation,0.0222 
RP11-264L1.3,Paclitaxel (Taxol),0.0222 
RP11-421L21.3,Calcitonin gene-related peptide,0.0222 
RP11-421L21.3,Insulin,0.0222 
RP11-57H14.4,Paclitaxel (Taxol),0.0222 
RP11-91G21.2,cigarette smoke (CS),0.0222 
RP11-91G21.2,UV irradiation,0.0222 
RP11-983P16.4,cigarette smoke (CS),0.0222 
RP11-983P16.4,UV irradiation,0.0222 
SEMA3B,cigarette smoke (CS),0.0222 
SEMA3B,UV irradiation,0.0222 
HNRNPU-AS1,hypoxia,0.0222 
INTS6-AS1,hypoxia,0.0222 
PDXDC2P,hypoxia,0.0222 
RP11-415J8.7,hypoxia,0.0222 
RP11-78O7.2,hypoxia,0.0222 
RP5-1028K7.2,hypoxia,0.0222 
ERI3-IT1,H2O2,0.0222 
RP11-277P12.20,H2O2,0.0222 
RP11-457M11.2,H2O2,0.0222 
RP11-498P14.3,H2O2,0.0222 
RP1-283E3.8,H2O2,0.0222 
XXbac-BPG300A18.13,H2O2,0.0222 
GS1-124K5.11,Epigallocatechin gallate (EGCG),0.0222 
RP11-834C11.4,ionizing radiation,0.0222 
AC074117.10,Isoflavone,0.0222 
AC074117.10,letrozole,0.0222 
CCAT1,Ara-C,0.0222 
CCAT1,cisplatin (CDDP),0.0222 
CCAT1,Cyclic mechanical stress (CMS),0.0222 
CCAT1,daunorubicin,0.0222 
CCAT1,gamma-irradiation and genotoxic drugs,0.0222 
CCAT1,methotrexate (MTX),0.0222 
CCAT1,Mycobacterium leprae,0.0222 
CCAT1,thapsigargin-induced intracellular Ca(),0.0222 
CCAT1,vincristine (VCR),0.0222 
CDKN2B-AS1,Ara-C,0.0222 
CDKN2B-AS1,cisplatin (CDDP),0.0222 
CDKN2B-AS1,daunorubicin,0.0222 
CDKN2B-AS1,letrozole,0.0222 
CDKN2B-AS1,Mycobacterium leprae,0.0222 
CDKN2B-AS1,thapsigargin-induced intracellular Ca(),0.0222 
CDKN2B-AS1,vincristine (VCR),0.0222 
PVT1,"Arsenic trioxide (As(2)O(3), ATO)",0.0222 
PVT1,CagA,0.0222 
PVT1,Cyclic mechanical stress (CMS),0.0222 
PVT1,gamma-irradiation and genotoxic drugs,0.0222 
PVT1,methotrexate (MTX),0.0222 
PVT1,Polycyclic aromatic hydrocarbons,0.0222 
RP11-139H15.1,CagA,0.0222 
RP11-701H24.4,Ara-C,0.0222 
RP11-701H24.4,cisplatin (CDDP),0.0222 
RP11-701H24.4,daunorubicin,0.0222 
RP11-701H24.4,Mycobacterium leprae,0.0222 
RP11-701H24.4,thapsigargin-induced intracellular Ca(),0.0222 
RP11-701H24.4,vincristine (VCR),0.0222 
AC011893.3,cisplatin/fluorouracil (CF) ,0.0222 
AC091878.1,cisplatin/fluorouracil (CF) ,0.0222 
CTD-2201E18.3,cisplatin/fluorouracil (CF) ,0.0222 
RP11-315C6.3,hypoxia,0.0223 
SNHG7,hypoxia,0.0223 
HCG18,paclitaxel,0.0223 
LA16c-306E5.2,5-fluorouracil (5-FU),0.0223 
AC084219.4,Polyunsaturated fatty acids (PUFAs),0.0225 
XIST,metformin,0.0227 
RP11-66N24.4,"1, 3, 4-tri-O-galloyl-6-O-caffeoyl-r-D-glucopyranose (BJA32515)",0.0227 
SNHG14,exercise,0.0229 
CTBP1-AS1,Human T-lymphotropic virus type 1 (HTLV-1),0.0229 
SETD5-AS1,HIV,0.0229 
AC004383.4,ionising radiation,0.0229 
AC006262.5,temozolomide,0.0229 
AC079767.2,temozolomide,0.0229 
AC092835.2,temozolomide,0.0229 
AP000721.4,ionising radiation,0.0229 
CTD-2574D22.4,ionising radiation,0.0229 
GS1-124K5.11,ionising radiation,0.0229 
HCG17,ionising radiation,0.0229 
LINC00473,ionising radiation,0.0229 
RP11-106M3.2,hepatitis C virus (HCV),0.0229 
RP11-204M4.2,ionising radiation,0.0229 
RP11-91G21.2,ionising radiation,0.0229 
RP11-983P16.4,ionising radiation,0.0229 
RP4-785G19.5,temozolomide,0.0229 
SEMA3B,ionising radiation,0.0229 
DCP1A,hypoxia,0.0230 
RP11-64K12.2,Estradiol (E2),0.0231 
AC084018.1,hypoxia,0.0234 
RP11-54O7.1,hypoxia,0.0234 
RP11-27I1.2,adriamycin,0.0236 
RP11-819C21.1,adriamycin,0.0236 
RP11-819C21.1,Retinoic Acid,0.0236 
UBXN8,Retinoic Acid,0.0236 
LINC00707,Polyunsaturated fatty acids (PUFAs),0.0236 
CTD-2516F10.2,Listerial,0.0236 
HOTAIRM1,5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA),0.0236 
RP11-77H9.2,opioids (morphine and heroin),0.0236 
RP11-78O7.2,resistance exercise,0.0236 
RP11-78O7.2,Trastuzumab,0.0236 
SNORD57,H2O2,0.0236 
AL589743.1,3-nitropropionic acid (3-NPA),0.0236 
AL589743.1,deoxycholic acid,0.0236 
AL589743.1,pacitaxel,0.0236 
CTBP1-AS1,"Arsenic trioxide (As(2)O(3), ATO)",0.0236 
CTBP1-AS1,Cyclic mechanical stress (CMS),0.0236 
CTBP1-AS1,gamma-irradiation and genotoxic drugs,0.0236 
CTBP1-AS1,methotrexate (MTX),0.0236 
CTBP1-AS1,Polycyclic aromatic hydrocarbons,0.0236 
RP11-16E12.2,"Arsenic trioxide (As(2)O(3), ATO)",0.0236 
RP11-16E12.2,Polycyclic aromatic hydrocarbons,0.0236 
RP11-31E23.1,CagA,0.0236 
RP11-342K6.1,Cyclic mechanical stress (CMS),0.0236 
RP11-342K6.1,gamma-irradiation and genotoxic drugs,0.0236 
RP11-342K6.1,methotrexate (MTX),0.0236 
RP5-1024G6.8,CagA,0.0236 
SETD5-AS1,Ara-C,0.0236 
SETD5-AS1,Chronic oxidative stress,0.0236 
SETD5-AS1,cisplatin (CDDP),0.0236 
SETD5-AS1,daunorubicin,0.0236 
SETD5-AS1,Mycobacterium leprae,0.0236 
SETD5-AS1,Necitumumab,0.0236 
SETD5-AS1,thapsigargin-induced intracellular Ca(),0.0236 
SETD5-AS1,vincristine (VCR),0.0236 
LINC00511,17beta-estradiol (E(2)),0.0236 
RP11-390P2.4,hydroxycamptothecin (HCPT),0.0236 
TBC1D3P1-DHX40P1,hydroxycamptothecin (HCPT),0.0236 
TMEM161B-AS1,paclitaxel,0.0236 
RP11-96D1.10,iron- and aluminum-sulfate,0.0236 
RP11-96D1.10,lithium,0.0236 
AC016629.8,nicotine,0.0236 
C1RL-AS1,nicotine,0.0236 
RP11-206L10.11,swine influenza virus (SIV),0.0236 
RP11-20G6.3,nutlin-3a,0.0236 
RP11-214O1.2,cetuximab (Caco-2 and HCT-116),0.0236 
RP11-452L6.5,cetuximab (Caco-2 and HCT-116),0.0236 
RP11-46C20.1,swine influenza virus (SIV),0.0236 
RP11-773D16.1,nicotine,0.0236 
RP11-170L3.8,Arsenic,0.0236 
RP11-170L3.8,temozolomide,0.0236 
AC084018.1,5-fluorouracil (5-FU),0.0237 
KIF9-AS1,ionizing radiation,0.0237 
RP11-2C24.4,ionizing radiation,0.0237 
RP11-452F19.3,ionizing radiation,0.0237 
RP11-869B15.1,ionizing radiation,0.0237 
RP11-467L20.9,curcumin,0.0238 
TRAF3IP2-AS1,curcumin,0.0238 
LINC00339,irradiation,0.0238 
XXbac-B461K10.4,irradiation,0.0238 
RP11-773D16.1,ionizing radiation,0.0238 
RP11-793H13.8,Ethanol,0.0240 
CDKN2B-AS1,Epigallocatechin gallate (EGCG),0.0240 
RP11-480D4.3,cisplatin,0.0242 
RP11-480D4.3,cisplatin ,0.0242 
CTD-2538C1.2,5-aza-2'-deoxycytidine ,0.0242 
RP11-66B24.4,5-aza-2'-deoxycytidine ,0.0242 
SNHG14,Tamoxifen,0.0243 
LINC00667,cisplatin,0.0245 
LINC00667,cisplatin ,0.0245 
SNHG12,hepatitis C virus (HCV),0.0245 
LINC00263,adriamycin,0.0248 
SCARNA10,adriamycin,0.0248 
RP11-415J8.7,gemcitabine,0.0249 
AC016629.8,drug,0.0249 
AC016629.8,heat stress,0.0249 
C1RL-AS1,drug,0.0249 
RP11-206L10.11,drug,0.0249 
RP11-46C20.1,drug,0.0249 
RP11-773D16.1,drug,0.0249 
AC005562.1,cocaine,0.0249 
HCP5,HIV,0.0249 
AC005562.1,"Arsenic trioxide (As(2)O(3), ATO)",0.0250 
AC005562.1,Polycyclic aromatic hydrocarbons,0.0250 
HCP5,CagA,0.0250 
HCP5,Chronic oxidative stress,0.0250 
HCP5,Necitumumab,0.0250 
MIR17HG,As2O3,0.0250 
RP11-159D12.9,"Arsenic trioxide (As(2)O(3), ATO)",0.0250 
RP11-159D12.9,Polycyclic aromatic hydrocarbons,0.0250 
RP5-955M13.3,"Arsenic trioxide (As(2)O(3), ATO)",0.0250 
RP5-955M13.3,Polycyclic aromatic hydrocarbons,0.0250 
ZNF518A,Epigallocatechin gallate (EGCG),0.0252 
SCAMP1,Polyunsaturated fatty acids (PUFAs),0.0252 
XIST,Ethanol,0.0252 
CTB-89H12.4,fludarabine,0.0252 
RP11-103J17.2,hypoxia,0.0252 
RP11-120D5.1,hypoxia,0.0252 
AC005154.6,progestin,0.0252 
INTS6-AS1,Retinoic Acid,0.0253 
LINC00263,H2O2,0.0253 
RP11-78O7.2,Retinoic Acid,0.0253 
SCARNA10,H2O2,0.0253 
AC005082.12,E2?182780,0.0253 
AC005082.12,ICI-182780 (Fulvestrant),0.0253 
AC005082.12,MPA486,0.0253 
AC005082.12,RU486 (Mifepristone),0.0253 
AC007036.5,17beta-estradiol (E(2)),0.0253 
AP000304.2,17beta-estradiol (E(2)),0.0253 
AP001065.2,cigarette smoke (CS),0.0253 
AP001065.2,UV irradiation,0.0253 
CTA-445C9.14,diesel exhaust particles,0.0253 
RP11-125K10.4,cigarette smoke (CS),0.0253 
RP11-125K10.4,UV irradiation,0.0253 
RP11-282K24.3,cigarette smoke (CS),0.0253 
RP11-282K24.3,UV irradiation,0.0253 
RP11-453E17.1,cigarette smoke (CS),0.0253 
RP11-453E17.1,UV irradiation,0.0253 
RP11-477D19.2,cigarette smoke (CS),0.0253 
RP11-540O11.1,cigarette smoke (CS),0.0253 
RP11-540O11.1,UV irradiation,0.0253 
RP11-54O7.14,diesel exhaust particles,0.0253 
RP4-665N4.8,17beta-estradiol (E(2)),0.0253 
LEMD1-AS1,cisplatin/fluorouracil (CF) ,0.0254 
SNHG16,cetuximab (Caco-2 and HCT-116),0.0254 
SNHG16,Glucocorticoids (GCs),0.0254 
SNHG16,HCV,0.0254 
SNHG16,Interleukin (IL)-12,0.0254 
SNHG16,thyrotropin,0.0254 
HOXA11-AS,metformin,0.0255 
LINC00667,doxorubicin (Dox),0.0255 
MAL2,metformin,0.0255 
RP11-553L6.5,5-fluorouracil (5-FU),0.0255 
LINC00511,hypoxia,0.0255 
RP11-29G8.3,hypoxia,0.0255 
AC084219.4,hepatitis C virus (HCV),0.0258 
AC084219.4,tobacco,0.0258 
AD000090.2,Imatinib,0.0259 
LINC00176,docetaxel,0.0259 
RP11-175O19.4,Imatinib,0.0259 
RP5-1180C10.2,Imatinib,0.0259 
AC005154.5,doxorubicin,0.0260 
AC005154.5,nicotine,0.0260 
AC005307.3,cytomegalovirus,0.0260 
AC005307.3,hepatitis B virus (HBV),0.0260 
AC005307.3,Oltipraz,0.0260 
AC005307.3,swine influenza virus (SIV),0.0260 
ALMS1-IT1,5-fluorouracil-based antimetabolite S-1,0.0260 
ALMS1-IT1,Doxifluridine,0.0260 
ALMS1-IT1,Oxaliplatin,0.0260 
ERI3-IT1,nicotine,0.0260 
RP11-277P12.20,cetuximab (Caco-2 and HCT-116),0.0260 
RP11-457M11.2,cetuximab (Caco-2 and HCT-116),0.0260 
RP11-498P14.3,cetuximab (Caco-2 and HCT-116),0.0260 
RP11-506M13.3,nicotine,0.0260 
RP1-283E3.8,nicotine,0.0260 
RP3-341D10.4,nicotine,0.0260 
RP3-341D10.4,swine influenza virus (SIV),0.0260 
XXbac-BPG300A18.13,cetuximab (Caco-2 and HCT-116),0.0260 
PTCHD3P1,Imatinib,0.0260 
RP11-175O19.4,the combination carboplatin/cisplatin with paclitaxel,0.0261 
PSMD6-AS2,cisplatin (CIS),0.0263 
PSMD6-AS2,cocaine,0.0263 
RP11-278A23.2,folate,0.0263 
RP11-446H18.3,gefitinib,0.0263 
AF131215.9,Epigallocatechin gallate (EGCG),0.0263 
CTD-2086O20.3,Epigallocatechin gallate (EGCG),0.0263 
CTD-2270L9.5,letrozole,0.0263 
CWC15,"Arsenic trioxide (As(2)O(3), ATO)",0.0263 
CWC15,Polycyclic aromatic hydrocarbons,0.0263 
RP11-27I1.2,"Arsenic trioxide (As(2)O(3), ATO)",0.0263 
RP11-27I1.2,letrozole,0.0263 
RP11-27I1.2,Polycyclic aromatic hydrocarbons,0.0263 
RP11-761E20.1,Epigallocatechin gallate (EGCG),0.0263 
RP11-819C21.1,fulvestrant,0.0263 
RP11-819C21.1,letrozole,0.0263 
RP11-849F2.8,Epigallocatechin gallate (EGCG),0.0263 
SNHG1,"Arsenic trioxide (As(2)O(3), ATO)",0.0263 
SNHG1,"LPS, peptidoglycan, or polyinosinic-polycytidylic acid",0.0263 
SNHG1,Polycyclic aromatic hydrocarbons,0.0263 
SNHG1,serum starvation,0.0263 
SNHG1,serum starvation and chemotherapeutic drug,0.0263 
UBXN8,letrozole,0.0263 
KCNQ1OT1,hypoxia,0.0263 
LINC00707,Retinoic Acid,0.0264 
RP11-834C11.4,Retinoic Acid,0.0264 
SNHG12,adriamycin,0.0264 
SNHG7,adriamycin,0.0264 
AC121336.2,cisplatin,0.0266 
AC121336.2,cisplatin ,0.0266 
RP11-715F3.2,cisplatin,0.0266 
RP11-715F3.2,cisplatin ,0.0266 
AC093642.3,radiation,0.0268 
MAL2,5-FU,0.0268 
MIR3179-1,5-fluorouracil (5-FU),0.0268 
MIR3179-2,5-fluorouracil (5-FU),0.0268 
RP11-148B6.1,5-fluorouracil (5-FU),0.0268 
RP11-398F12.1,5-fluorouracil (5-FU),0.0268 
RP11-498C9.15,anabolic stimulus,0.0268 
RP11-658F2.8,radiation,0.0268 
RP11-767N6.7,5-fluorouracil (5-FU),0.0268 
TOB1-AS1,5-fluorouracil (5-FU),0.0268 
RP11-91G21.2,doxorubicin (Dox),0.0268 
PPP1R9B,paclitaxel-carboplatin,0.0268 
AC084018.1,gefitinib,0.0268 
DYX1C1-CCPG1,gefitinib,0.0268 
ERVK3-1,gefitinib,0.0268 
RP11-214O1.2,Arsenic trioxide,0.0272 
RP11-452L6.5,Arsenic trioxide,0.0272 
CCAT1,Tamoxifen,0.0272 
CDKN2B-AS1,Tamoxifen,0.0272 
RP11-701H24.4,Tamoxifen,0.0272 
CTD-3064H18.6,the combination carboplatin/cisplatin with paclitaxel,0.0273 
RP11-158K1.3,iron- and aluminum-sulfate,0.0273 
RP11-371I1.2,the combination carboplatin/cisplatin with paclitaxel,0.0273 
RP11-473M20.16,iron- and aluminum-sulfate,0.0273 
RP11-473M20.16,the combination carboplatin/cisplatin with paclitaxel,0.0273 
RP11-73K9.2,the combination carboplatin/cisplatin with paclitaxel,0.0273 
RP13-890H12.2,the combination carboplatin/cisplatin with paclitaxel,0.0273 
SPTY2D1-AS1,iron- and aluminum-sulfate,0.0273 
SPTY2D1-AS1,the combination carboplatin/cisplatin with paclitaxel,0.0273 
TPT1-AS1,the combination carboplatin/cisplatin with paclitaxel,0.0273 
SENP3-EIF4A1,Polyunsaturated fatty acids (PUFAs),0.0274 
DYX1C1-CCPG1,grape seed proanthocyanidin,0.0274 
AC092535.3,gemcitabine,0.0274 
DYX1C1-CCPG1,gemcitabine,0.0274 
RP11-701H24.4,exercise,0.0274 
RP11-355O1.11,hypoxia,0.0274 
RP11-305E6.4,gemcitabine,0.0274 
AC079767.2,cisplatin,0.0274 
AC079767.2,cisplatin ,0.0274 
RP4-785G19.5,cisplatin,0.0274 
RP4-785G19.5,cisplatin ,0.0274 
RP6-24A23.7,curcumin,0.0274 
AC058791.2,resistance exercise,0.0274 
AC058791.2,Trastuzumab,0.0274 
AP001065.15,5-FU,0.0274 
CTC-273B12.6,hemin,0.0274 
CTC-479C5.16,drug,0.0274 
CTD-3185P2.2,heat stress,0.0274 
HOXA-AS4,5-FU,0.0274 
LINC00240,resistance exercise,0.0274 
LINC00240,Trastuzumab,0.0274 
MCF2L-AS1,heat stress,0.0274 
RP11-132A1.3,heat stress,0.0274 
RP11-2C24.4,Listerial,0.0274 
RP11-413E6.8,hemin,0.0274 
RP11-452F19.3,resistance exercise,0.0274 
RP11-452F19.3,Trastuzumab,0.0274 
RP11-758M4.4,5-FU,0.0274 
AC108142.1,hypoxia,0.0274 
MCM3AP-AS1,hypoxia,0.0274 
CTD-2116N17.1,Ara-C,0.0274 
CTD-2116N17.1,Chronic oxidative stress,0.0274 
CTD-2116N17.1,cisplatin (CDDP),0.0274 
CTD-2116N17.1,cytarabine,0.0274 
CTD-2116N17.1,daunorubicin,0.0274 
CTD-2116N17.1,Mycobacterium leprae,0.0274 
CTD-2116N17.1,Necitumumab,0.0274 
CTD-2116N17.1,thapsigargin-induced intracellular Ca(),0.0274 
CTD-2116N17.1,vincristine (VCR),0.0274 
JRK, 5-Aza,0.0274 
JRK,Camptothecin (CPT),0.0274 
JRK,interleukin-6 (IL-6),0.0274 
LINC00338,CagA,0.0274 
LINC00338,Chronic oxidative stress,0.0274 
LINC00338,Necitumumab,0.0274 
LINC00707,"Arsenic trioxide (As(2)O(3), ATO)",0.0274 
LINC00707,Polycyclic aromatic hydrocarbons,0.0274 
RP11-315C6.3,Ara-C,0.0274 
RP11-315C6.3,CagA,0.0274 
RP11-315C6.3,cisplatin (CDDP),0.0274 
RP11-315C6.3,daunorubicin,0.0274 
RP11-315C6.3,Mycobacterium leprae,0.0274 
RP11-315C6.3,thapsigargin-induced intracellular Ca(),0.0274 
RP11-315C6.3,vincristine (VCR),0.0274 
RP11-834C11.4,letrozole,0.0274 
RP11-834C11.4,Stress,0.0274 
SNHG12,3-nitropropionic acid (3-NPA),0.0274 
SNHG12,Ara-C,0.0274 
SNHG12,"Arsenic trioxide (As(2)O(3), ATO)",0.0274 
SNHG12,cisplatin (CDDP),0.0274 
SNHG12,daunorubicin,0.0274 
SNHG12,deoxycholic acid,0.0274 
SNHG12,Mycobacterium leprae,0.0274 
SNHG12,pacitaxel,0.0274 
SNHG12,Polycyclic aromatic hydrocarbons,0.0274 
SNHG12,thapsigargin-induced intracellular Ca(),0.0274 
SNHG12,vincristine (VCR),0.0274 
SNHG7,aminoglycoside,0.0274 
SNHG7,Ara-C,0.0274 
SNHG7,cisplatin (CDDP),0.0274 
SNHG7,daunorubicin,0.0274 
SNHG7,Mycobacterium leprae,0.0274 
SNHG7,sorafenib,0.0274 
SNHG7,thapsigargin-induced intracellular Ca(),0.0274 
SNHG7,vincristine (VCR),0.0274 
ZNF518A,radiation,0.0276 
AC003092.1,irradiation,0.0276 
AC090587.2,irradiation,0.0276 
CTB-50E14.6,irradiation,0.0276 
DLG1-AS1,irradiation,0.0276 
KIF9-AS1,irradiation,0.0276 
MIR497HG,irradiation,0.0276 
RP11-2C24.4,irradiation,0.0276 
RP11-383J24.5,irradiation,0.0276 
RP11-461L13.3,irradiation,0.0276 
RP11-543D5.2,irradiation,0.0276 
RP11-677M14.3,irradiation,0.0276 
RP11-758M4.4,irradiation,0.0276 
RP11-869B15.1,irradiation,0.0276 
RP3-486L4.3,irradiation,0.0276 
AC009299.3,temozolomide,0.0276 
AP001065.2,ionising radiation,0.0276 
CTD-2020K17.1,curcumin,0.0276 
RP11-125K10.4,ionising radiation,0.0276 
RP11-282K24.3,ionising radiation,0.0276 
RP11-284N8.3,diesel exhaust particles,0.0276 
RP11-453E17.1,ionising radiation,0.0276 
RP11-477D19.2,ionising radiation,0.0276 
RP11-540O11.1,ionising radiation,0.0276 
RP1-265C24.9,temozolomide,0.0276 
ZNF883,temozolomide,0.0276 
SCAMP1,4-HPR and EGCG,0.0276 
SCAMP1,Benzo(a)pyrene (BaP),0.0276 
AC009133.15,Etoposide,0.0276 
C17orf76-AS1,cytomegalovirus,0.0276 
C17orf76-AS1,hepatitis B virus (HBV),0.0276 
C17orf76-AS1,Oltipraz,0.0276 
CTB-102L5.7,adriamycin,0.0276 
CTC-429L19.3,Etoposide,0.0276 
ILF3-AS1,Interleukin (IL)-12,0.0276 
LINC00263,cetuximab (Caco-2 and HCT-116),0.0276 
RP11-108M9.3,adriamycin,0.0276 
RP11-158H5.7,Etoposide,0.0276 
RP11-316M1.11,adriamycin,0.0276 
RP11-400F19.6,cytomegalovirus,0.0276 
RP11-400F19.6,hepatitis B virus (HBV),0.0276 
RP11-400F19.6,Oltipraz,0.0276 
RP11-64K12.2,Interleukin (IL)-12,0.0276 
RP11-64K12.2,nicotine,0.0276 
RP5-1172N10.4,medroxyprogesterone acetate (MPA),0.0276 
RP5-875O13.1,adriamycin,0.0276 
SCARNA10,cetuximab (Caco-2 and HCT-116),0.0276 
CTD-2270L9.5,5-aza-2'-deoxycytidine ,0.0276 
RP11-228B15.4,tobacco,0.0276 
RP11-311C24.1,anabolic stimulus,0.0276 
RP11-311C24.1,progestin,0.0276 
RP11-373L24.1,progestin,0.0276 
RP5-894A10.6,tobacco,0.0276 
AC000120.7,Tamoxifen,0.0276 
AC005154.5,drug,0.0276 
AC005307.3,drug,0.0276 
ERI3-IT1,drug,0.0276 
RP11-506M13.3,drug,0.0276 
RP1-283E3.8,drug,0.0276 
AP000265.1,Polyunsaturated fatty acids (PUFAs),0.0276 
CTD-2377D24.6,Polyunsaturated fatty acids (PUFAs),0.0276 
DLGAP1-AS1,Polyunsaturated fatty acids (PUFAs),0.0276 
LINC00087,Polyunsaturated fatty acids (PUFAs),0.0276 
RP11-175K6.1,Polyunsaturated fatty acids (PUFAs),0.0276 
RP11-657O9.1,Polyunsaturated fatty acids (PUFAs),0.0276 
CTC-459F4.3,Calcitonin gene-related peptide,0.0276 
CTC-459F4.3,Insulin,0.0276 
GS1-251I9.4,Calcitonin gene-related peptide,0.0276 
GS1-251I9.4,Insulin,0.0276 
LINC00511,cigarette smoke (CS),0.0276 
LINC00511,UV irradiation,0.0276 
RP11-29G8.3,vincristine and daunorubicin,0.0276 
RP11-390P2.4,cigarette smoke (CS),0.0276 
RP11-390P2.4,UV irradiation,0.0276 
RP11-464F9.1,cigarette smoke (CS),0.0276 
RP11-464F9.1,UV irradiation,0.0276 
